number of nodes,number of edges,depth,width,diameter
1,0,1,1,-1
3,2,1,2,2
8,7,4,3,5
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
8,7,4,3,5
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
13,12,6,3,8
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
15,14,7,3,9
3,2,1,2,2
1,0,1,1,-1
10,9,5,3,6
8,7,3,3,5
1,0,1,1,-1
23,22,9,5,11
1,0,1,1,-1
46,45,14,8,18
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
17,16,6,4,9
8,7,4,3,5
12,11,5,3,6
3,2,1,2,2
1,0,1,1,-1
14,13,6,3,8
1,0,1,1,-1
3,2,1,2,2
16,15,7,3,9
1,0,1,1,-1
34,33,10,6,11
10,9,4,3,6
1,0,1,1,-1
9,8,4,3,5
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
3,2,1,2,2
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
3,2,1,2,2
6,5,3,3,4
6,5,3,3,4
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
18,17,8,3,10
12,11,5,3,6
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
4,3,2,2,3
1,0,1,1,-1
20,19,8,4,9
29,28,11,4,12
1,0,1,1,-1
24,23,10,4,11
1,0,1,1,-1
8,7,4,3,5
15,14,5,5,7
6,5,3,3,4
6,5,3,3,4
10,9,5,3,6
10,9,4,3,5
14,13,6,3,7
26,25,10,4,11
48,47,10,7,20
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
10,9,4,3,5
10,9,4,3,5
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
29,28,12,5,13
6,5,3,3,4
14,13,7,3,8
1,0,1,1,-1
1,0,1,1,-1
24,23,9,4,10
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
60,59,15,7,21
1,0,1,1,-1
1,0,1,1,-1
29,28,13,4,15
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
48,47,18,5,19
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
18,17,6,6,9
1,0,1,1,-1
12,11,5,3,7
20,19,10,4,11
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
5,4,2,2,3
14,13,5,4,7
9,8,5,3,6
15,14,6,3,8
32,31,12,4,13
334,333,44,25,50
6,5,1,5,2
149,148,36,6,41
6,5,3,2,4
39,38,19,4,20
1,0,1,1,-1
21,20,9,3,11
19,18,9,3,11
106,105,16,14,22
52,51,14,7,16
10,9,4,3,5
33,32,8,7,13
6,5,3,3,4
74,73,15,10,21
20,19,9,3,10
14,13,6,4,8
41,40,16,5,18
25,24,10,4,11
22,21,9,4,10
218,217,21,25,34
77,76,32,8,33
76,75,32,8,33
46,45,13,7,16
3,2,1,2,2
25,24,3,14,5
38,37,13,6,14
3,2,1,2,2
23,22,9,4,11
11,10,5,3,7
259,258,52,13,58
38,37,18,3,20
17,16,8,3,9
25,24,10,4,11
456,455,74,21,87
183,182,63,6,65
29,28,10,6,11
36,35,7,12,9
22,21,9,4,10
39,38,10,7,17
316,315,34,30,38
39,38,14,5,16
31,30,13,4,14
17,16,8,3,9
43,42,14,6,15
35,34,11,6,14
80,79,16,12,25
34,33,13,5,15
37,36,14,6,15
17,16,8,3,9
3,2,1,2,2
38,37,9,11,14
22,21,9,4,10
38,37,13,7,14
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
37,36,18,3,20
1,0,1,1,-1
6,5,2,3,4
28,27,13,4,15
94,93,31,6,35
34,33,15,4,16
13,12,6,3,8
41,40,12,6,17
17,16,8,3,9
8,7,4,3,5
69,68,14,10,16
266,265,32,31,48
40,39,10,6,20
32,31,10,5,16
32,31,10,5,16
31,30,13,4,14
40,39,16,5,17
19,18,9,3,10
6,5,3,3,4
52,51,22,4,23
12,11,6,3,7
6,5,2,3,4
30,29,10,5,15
23,22,10,4,12
34,33,16,3,17
10,9,4,3,5
20,19,9,3,10
1,0,1,1,-1
1,0,1,1,-1
14,13,6,3,8
1,0,1,1,-1
37,36,14,4,16
8,7,3,3,4
14,13,6,3,7
24,23,10,4,12
1,0,1,1,-1
14,13,6,3,7
14,13,6,3,7
42,41,12,7,18
10,9,4,3,6
6,5,2,3,4
12,11,5,3,7
15,14,6,3,7
14,13,6,3,7
18,17,8,3,10
11,10,5,3,6
1,0,1,1,-1
10,9,4,3,6
6,5,2,3,4
3,2,1,2,2
45,44,20,5,22
93,92,19,11,25
3,2,1,2,2
291,290,71,12,72
46,45,21,4,22
35,34,16,4,17
48,47,16,7,17
12,11,5,3,7
39,38,12,5,15
79,78,17,9,30
93,92,41,5,42
10,9,4,3,6
6,5,2,3,4
8,7,3,3,5
1,0,1,1,-1
10,9,4,3,6
19,18,7,4,9
1,0,1,1,-1
76,75,18,10,20
6,5,3,3,4
1,0,1,1,-1
6,5,2,3,4
8,7,3,3,5
1,0,1,1,-1
14,13,6,3,8
8,7,4,3,5
11,10,5,3,6
24,23,11,3,13
21,20,7,5,9
6,5,2,3,4
12,11,5,3,7
608,607,69,24,83
22,21,9,5,11
51,50,21,5,22
16,15,6,4,9
20,19,10,3,11
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
5,4,2,2,3
1,0,1,1,-1
1,0,1,1,-1
17,16,7,4,9
10,9,4,3,6
218,217,68,9,69
49,48,17,7,19
1,0,1,1,-1
6,5,2,3,4
45,44,18,6,20
37,36,10,7,13
46,45,19,4,20
25,24,10,5,11
8,7,3,3,4
1,0,1,1,-1
3,2,1,2,2
26,25,11,4,12
10,9,4,4,6
45,44,12,6,14
3,2,1,2,2
36,35,10,6,13
24,23,10,4,11
11,10,6,3,6
3,2,1,2,2
31,30,12,4,14
41,40,15,5,16
45,44,12,7,15
66,65,19,6,26
1,0,1,1,-1
12,11,5,3,7
6,5,3,3,4
187,186,34,11,45
8,7,4,3,5
13,12,3,9,4
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
385,384,95,15,96
294,293,93,15,94
117,116,38,7,40
1,0,1,1,-1
12,11,5,3,7
6,5,3,3,4
206,205,46,12,61
8,7,4,3,5
3,2,1,2,2
123,122,50,7,51
30,29,14,4,15
18,17,4,9,6
12,11,5,3,7
18,17,5,6,8
28,27,7,7,12
3,2,1,2,2
8,7,3,3,5
20,19,10,3,11
36,35,17,5,18
1,0,1,1,-1
12,11,5,3,7
39,38,14,5,16
13,12,5,3,6
8,7,4,3,5
22,21,10,3,11
3,2,1,2,2
51,50,19,5,20
61,60,19,6,24
1,0,1,1,-1
16,15,7,3,9
48,47,20,4,22
18,17,8,3,9
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
15,14,7,3,8
1,0,1,1,-1
14,13,6,3,8
1,0,1,1,-1
16,15,7,3,9
1,0,1,1,-1
33,32,11,5,13
10,9,4,3,6
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
10,9,4,3,6
11,10,6,3,7
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
6,5,2,3,4
8,7,3,3,5
11,10,5,3,6
10,9,4,3,6
22,21,10,3,11
3,2,1,2,2
18,17,7,4,9
10,9,4,3,6
41,40,18,4,19
5,4,2,3,3
68,67,19,7,25
85,84,30,7,31
8,7,3,3,5
1,0,1,1,-1
10,9,4,3,6
1,0,1,1,-1
22,21,8,4,10
1,0,1,1,-1
6,5,2,3,4
14,13,6,3,8
3,2,1,2,2
10,9,4,3,6
31,30,15,3,16
1,0,1,1,-1
22,21,8,5,10
1,0,1,1,-1
12,11,6,3,7
40,39,19,3,20
72,71,23,6,25
8,7,4,3,5
8,7,4,3,5
32,31,15,3,16
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
277,276,150,3,151
6,5,2,3,4
8,7,3,3,5
1,0,1,1,-1
24,23,8,4,10
11,10,5,3,6
11,10,5,3,6
10,9,4,3,5
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
8,7,3,3,5
3,2,1,2,2
6,5,2,3,4
3,2,1,2,2
22,21,10,4,11
6,5,2,3,4
6,5,2,3,4
13,12,6,3,8
18,17,8,3,9
9,8,5,3,6
21,20,8,4,9
55,54,26,4,27
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
21,20,8,4,9
3,2,1,2,2
101,100,35,6,36
21,20,8,4,9
27,26,9,4,10
80,79,30,7,33
24,23,11,4,12
1,0,1,1,-1
3,2,1,2,2
39,38,19,3,20
29,28,10,5,12
3,2,1,2,2
3,2,1,2,2
6,5,2,3,4
16,15,7,3,8
10,9,5,3,6
14,13,6,3,7
152,151,29,12,37
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
10,9,4,3,6
6,5,3,3,4
8,7,4,3,5
8,7,4,3,5
6,5,3,3,4
6,5,2,3,4
6,5,3,3,4
8,7,3,4,5
1,0,1,1,-1
28,27,12,4,14
9,8,4,4,6
6,5,2,3,4
1,0,1,1,-1
10,9,3,4,6
23,22,7,6,13
1,0,1,1,-1
17,16,5,6,9
1,0,1,1,-1
15,14,7,3,9
1,0,1,1,-1
48,47,15,8,19
1,0,1,1,-1
1,0,1,1,-1
5,4,2,2,3
22,21,8,4,10
12,11,5,3,7
10,9,4,3,5
1,0,1,1,-1
17,16,6,5,8
6,5,2,3,4
15,14,7,3,8
6,5,3,3,4
6,5,2,3,4
8,7,3,3,5
11,10,5,3,6
12,11,5,3,7
26,25,12,3,13
14,13,5,4,6
10,9,4,3,6
3,2,1,2,2
46,45,11,7,22
42,41,14,5,18
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
58,57,12,9,17
12,11,4,5,7
1,0,1,1,-1
8,7,3,4,5
3,2,1,2,2
10,9,4,3,6
16,15,7,3,9
1,0,1,1,-1
43,42,20,3,21
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,3
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
17,16,7,4,9
1,0,1,1,-1
1,0,1,1,-1
12,11,5,4,6
48,47,26,4,28
12,11,5,3,7
14,13,6,3,7
5,4,2,3,3
5,4,2,3,3
10,9,5,3,6
10,9,5,3,6
12,11,5,3,6
6,5,3,2,4
16,15,7,3,9
65,64,21,7,23
35,34,17,4,18
11,10,5,3,6
79,78,23,8,24
24,23,11,3,13
8,7,3,3,4
12,11,5,3,7
31,30,14,4,15
79,78,30,5,34
6,5,2,3,4
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
120,119,17,16,31
1,0,1,1,-1
56,55,28,3,30
10,9,4,3,6
1,0,1,1,-1
1,0,1,1,-1
18,17,8,3,9
38,37,15,4,17
8,7,4,3,5
28,27,13,3,14
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
30,29,14,4,15
68,67,30,5,31
1,0,1,1,-1
12,11,5,3,7
3,2,1,2,2
32,31,15,3,17
40,39,13,7,14
8,7,4,3,5
26,25,12,3,13
1,0,1,1,-1
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
8,7,4,3,5
3,2,1,2,2
14,13,6,3,7
1,0,1,1,-1
58,57,7,23,10
7,6,2,4,3
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
22,21,10,5,12
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
3,2,1,2,2
16,15,5,5,9
1,0,1,1,-1
3,2,1,2,2
8,7,3,3,5
1,0,1,1,-1
93,92,20,10,24
43,42,16,7,17
22,21,10,3,11
11,10,5,3,6
41,40,12,5,18
1,0,1,1,-1
12,11,5,3,7
6,5,3,3,4
26,25,12,3,14
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
6,5,3,2,4
6,5,3,2,4
6,5,2,3,4
12,11,5,3,7
10,9,4,3,6
10,9,4,3,6
12,11,5,3,7
15,14,6,3,7
14,13,6,3,7
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
10,9,4,3,6
38,37,15,5,17
3,2,1,2,2
6,5,2,3,4
24,23,11,3,12
20,19,9,4,10
26,25,12,3,13
6,5,3,3,4
6,5,2,3,4
6,5,2,3,4
25,24,12,3,13
92,91,33,9,34
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,4,3,5
10,9,4,3,5
1,0,1,1,-1
9,8,4,3,6
3,2,1,2,2
1,0,1,1,-1
16,15,7,3,9
1,0,1,1,-1
8,7,3,3,5
1,0,1,1,-1
10,9,4,3,6
8,7,3,3,4
8,7,3,3,5
1,0,1,1,-1
31,30,11,5,14
25,24,9,5,10
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
10,9,4,3,6
10,9,5,3,6
1,0,1,1,-1
10,9,4,3,6
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
27,26,11,4,12
6,5,2,3,4
6,5,2,3,4
37,36,13,5,14
31,30,13,4,14
21,20,10,4,11
3,2,1,2,2
8,7,3,3,5
8,7,3,3,5
10,9,4,3,6
8,7,3,3,4
8,7,3,3,5
8,7,3,3,4
34,33,9,7,12
8,7,3,3,5
17,16,7,3,9
1,0,1,1,-1
1,0,1,1,-1
63,62,13,14,17
3,2,1,2,2
3,2,1,2,2
12,11,3,7,5
23,22,9,4,10
3,2,1,2,2
11,10,6,3,7
478,477,33,31,58
174,173,43,13,46
11,10,5,3,7
21,20,8,5,9
6,5,2,3,4
13,12,6,3,7
9,8,4,4,5
15,14,6,3,8
10,9,4,3,5
53,52,25,3,27
513,512,57,25,78
160,159,43,10,45
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
13,12,6,3,8
25,24,10,5,11
1,0,1,1,-1
6,5,2,3,4
12,11,5,3,6
3,2,1,2,2
40,39,12,6,13
8,7,4,3,5
3,2,1,2,2
14,13,6,3,8
40,39,12,6,13
14,13,6,3,8
1,0,1,1,-1
16,15,7,3,9
1,0,1,1,-1
4,3,2,2,3
31,30,8,6,14
10,9,4,3,6
1,0,1,1,-1
16,15,7,5,8
3,2,1,2,2
5,4,2,3,3
3,2,1,2,2
8,7,3,3,5
20,19,8,5,10
27,26,13,3,14
27,26,11,5,13
10,9,4,3,6
68,67,18,7,26
37,36,12,6,16
1,0,1,1,-1
40,39,17,4,18
111,110,32,7,34
3,2,1,2,2
35,34,12,7,15
72,71,29,4,31
8,7,4,3,5
30,29,13,5,14
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,3,3,4
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
6,5,2,3,4
8,7,4,3,5
13,12,5,3,6
19,18,8,3,9
1,0,1,1,-1
29,28,11,6,14
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
26,25,12,3,13
69,68,17,16,19
5,4,2,3,3
12,11,5,3,7
13,12,5,5,7
131,130,24,12,31
97,96,23,10,30
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
381,380,104,25,108
246,245,95,7,96
1,0,1,1,-1
8,7,3,3,5
3,2,1,2,2
1,0,1,1,-1
8,7,3,3,5
10,9,4,3,5
8,7,3,3,5
1,0,1,1,-1
18,17,6,5,8
23,22,9,4,11
10,9,3,4,6
4,3,2,2,3
18,17,9,4,11
15,14,7,4,9
15,14,7,4,8
3,2,1,2,2
1,0,1,1,-1
10,9,4,3,5
3,2,1,2,2
15,14,6,3,8
13,12,6,4,8
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
31,30,12,5,15
5,4,2,2,3
29,28,12,5,14
8,7,4,3,5
32,31,16,3,17
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
9,8,5,3,6
15,14,4,6,6
38,37,9,7,11
22,21,11,3,13
12,11,5,3,7
17,16,7,5,9
35,34,13,6,14
22,21,8,4,10
14,13,6,3,8
10,9,4,3,6
40,39,16,8,18
30,29,12,4,13
148,147,41,9,47
5,4,1,4,2
1,0,1,1,-1
5,4,1,4,2
22,21,11,3,12
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
31,30,12,6,14
10,9,4,3,5
17,16,6,4,8
29,28,12,5,14
31,30,11,5,13
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
31,30,13,4,14
1,0,1,1,-1
19,18,8,4,10
104,103,41,7,45
8,7,3,3,5
1,0,1,1,-1
46,45,15,5,18
6,5,2,3,4
10,9,4,3,5
14,13,4,5,8
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
10,9,4,3,5
6,5,2,3,4
42,41,14,5,17
6,5,2,3,4
6,5,2,3,4
3,2,1,2,2
22,21,6,5,10
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
20,19,7,5,9
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
22,21,8,5,10
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
20,19,7,5,9
1,0,1,1,-1
46,45,18,5,19
8,7,4,3,5
8,7,4,3,5
1,0,1,1,-1
75,74,19,8,26
3,2,1,2,2
25,24,10,4,12
146,145,43,7,44
25,24,11,4,12
46,45,20,4,21
14,13,6,3,8
28,27,13,3,14
28,27,13,3,15
43,42,13,7,14
10,9,4,3,6
26,25,10,4,12
8,7,3,3,5
25,24,10,4,12
21,20,6,6,9
57,56,12,8,19
6,5,2,3,4
3,2,1,2,2
288,287,39,30,54
562,561,55,38,64
10,9,5,3,6
6,5,2,3,4
262,261,50,15,61
64,63,19,9,22
56,55,14,6,17
78,77,17,12,19
32,31,19,3,20
1,0,1,1,-1
1,0,1,1,-1
17,16,8,3,10
6,5,3,3,4
60,59,11,10,17
56,55,17,9,19
6,5,3,3,4
14,13,6,3,7
24,23,10,5,11
34,33,16,5,17
1777,1776,957,3,958
31,30,10,7,13
10,9,5,3,6
18,17,8,3,9
16,15,7,4,8
8,7,3,3,4
26,25,12,3,13
15,14,7,3,9
3,2,1,2,2
27,26,11,4,12
30,29,9,6,11
1,0,1,1,-1
18,17,8,3,9
10,9,3,4,6
42,41,12,6,14
46,45,19,4,20
1,0,1,1,-1
17,16,8,3,10
65,64,15,9,17
35,34,9,7,13
13,12,7,3,8
3,2,1,2,2
317,316,44,20,45
47,46,16,5,18
41,40,10,7,15
122,121,65,3,66
6,5,3,3,4
3,2,1,2,2
10,9,4,3,5
29,28,8,5,12
3,2,1,2,2
3,2,1,2,2
16,15,5,5,8
28,27,11,5,13
3,2,1,2,2
52,51,20,7,21
1,0,1,1,-1
1,0,1,1,-1
28,27,8,7,12
39,38,18,4,20
4,3,2,2,3
4,3,2,2,3
18,17,8,3,9
22,21,10,4,11
121,120,29,11,30
41,40,15,6,16
18,17,8,4,9
12,11,6,3,7
50,49,20,7,21
3,2,1,2,2
1,0,1,1,-1
26,25,9,6,13
1,0,1,1,-1
10,9,5,3,6
6,5,3,3,4
90,89,37,5,39
6,5,3,3,4
1,0,1,1,-1
6,5,3,3,4
6,5,3,3,4
8,7,4,3,5
54,53,20,5,23
165,164,30,13,51
3,2,1,2,2
1,0,1,1,-1
35,34,13,5,15
53,52,14,7,21
1,0,1,1,-1
1,0,1,1,-1
12,11,6,3,7
16,15,7,3,8
3,2,1,2,2
3,2,1,2,2
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
56,55,15,7,17
3,2,1,2,2
19,18,7,4,8
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
40,39,18,4,21
11,10,3,4,6
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
30,29,11,5,13
17,16,7,4,9
1,0,1,1,-1
27,26,10,4,13
1,0,1,1,-1
1,0,1,1,-1
8,7,3,3,5
1,0,1,1,-1
14,13,6,4,7
25,24,7,6,13
10,9,5,3,6
15,14,7,3,8
12,11,5,3,7
6,5,2,3,4
8,7,3,3,4
21,20,6,5,9
6,5,2,3,4
46,45,17,5,19
20,19,8,4,10
65,64,23,7,25
8,7,3,3,5
24,23,9,5,11
21,20,8,4,9
24,23,9,4,12
42,41,12,7,14
34,33,14,4,16
1,0,1,1,-1
1,0,1,1,-1
36,35,14,4,16
13,12,5,3,7
17,16,6,5,8
8,7,4,3,5
14,13,6,3,7
75,74,26,7,28
128,127,23,12,37
75,74,15,9,24
51,50,17,7,18
35,34,15,4,16
23,22,9,4,11
17,16,8,3,11
138,137,21,12,34
97,96,18,10,35
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
39,38,15,4,16
1,0,1,1,-1
22,21,10,3,12
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
54,53,14,7,20
1,0,1,1,-1
1,0,1,1,-1
8,7,4,3,5
6,5,2,3,4
69,68,27,7,29
15,14,7,4,8
13,12,6,3,7
39,38,19,4,20
27,26,12,4,15
11,10,5,4,7
20,19,7,5,11
11,10,5,3,6
13,12,6,3,7
79,78,19,7,29
17,16,7,4,9
36,35,11,6,13
25,24,11,4,13
39,38,14,5,16
19,18,7,4,9
36,35,11,5,14
48,47,17,5,18
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
31,30,13,4,15
1,0,1,1,-1
6,5,3,3,4
19,18,7,4,9
36,35,11,5,14
34,33,12,5,14
3,2,1,2,2
14,13,6,5,7
17,16,7,4,9
156,155,32,12,43
48,47,14,6,17
48,47,12,8,19
276,275,65,11,77
45,44,17,6,20
77,76,17,8,28
56,55,14,8,18
31,30,8,7,14
10,9,4,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
42,41,15,5,16
18,17,8,3,9
8,7,4,3,5
1,0,1,1,-1
48,47,15,8,18
266,265,42,13,58
44,43,16,5,17
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
18,17,8,4,9
178,177,36,14,52
6,5,3,3,4
87,86,23,8,28
11,10,5,4,6
1,0,1,1,-1
8,7,4,3,5
8,7,4,3,5
25,24,10,5,12
50,49,17,6,18
1,0,1,1,-1
3,2,1,2,2
165,164,33,11,35
1,0,1,1,-1
3,2,1,2,2
15,14,7,4,8
6,5,3,3,4
1,0,1,1,-1
11,10,5,4,6
44,43,15,7,16
187,186,31,13,48
12,11,5,3,6
30,29,14,3,16
10,9,4,3,5
1,0,1,1,-1
3,2,1,2,2
12,11,5,3,7
10,9,4,3,5
12,11,5,3,6
11,10,5,3,7
111,110,21,18,23
10,9,4,3,5
17,16,6,5,9
37,36,18,3,19
37,36,18,3,19
6,5,2,3,4
44,43,12,7,14
18,17,8,3,10
106,105,19,11,29
20,19,9,3,10
3,2,1,2,2
14,13,6,3,7
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
37,36,13,5,17
1,0,1,1,-1
76,75,26,7,33
3,2,1,2,2
35,34,12,5,18
260,259,37,23,39
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
51,50,19,5,21
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
3,2,1,2,2
6,5,3,3,4
461,460,86,20,88
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
6,5,2,3,4
6,5,3,3,4
112,111,33,9,34
20,19,9,3,10
180,179,33,11,46
27,26,9,5,10
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
30,29,10,7,13
1,0,1,1,-1
15,14,6,3,7
12,11,5,3,6
26,25,8,5,12
159,158,35,12,36
1,0,1,1,-1
130,129,31,10,43
13,12,4,4,8
1,0,1,1,-1
1,0,1,1,-1
80,79,23,7,29
4,3,2,2,3
6,5,3,3,4
28,27,13,5,14
9,8,5,3,6
24,23,11,3,12
1,0,1,1,-1
116,115,25,8,43
6,5,3,3,4
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
9,8,4,3,5
5,4,2,2,3
3,2,1,2,2
6,5,3,3,4
1,0,1,1,-1
9,8,4,3,5
1,0,1,1,-1
9,8,4,3,5
1,0,1,1,-1
1,0,1,1,-1
9,8,5,3,6
8,7,4,3,5
8,7,4,3,5
29,28,12,5,13
8,7,4,3,5
63,62,20,6,25
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
3,2,1,2,2
9,8,5,3,6
11,10,6,3,7
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
9,8,5,3,6
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
26,25,11,4,12
31,30,8,7,14
74,73,14,11,25
1,0,1,1,-1
29,28,12,5,13
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
75,74,17,8,25
80,79,21,10,34
16,15,7,3,9
91,90,15,11,25
14,13,6,3,7
35,34,13,5,14
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
6,5,2,3,4
63,62,23,5,24
17,16,7,4,9
105,104,24,13,29
20,19,9,3,10
6,5,2,3,4
10,9,4,3,6
12,11,5,3,7
6,5,2,3,4
18,17,8,3,9
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
18,17,8,3,10
3,2,1,2,2
6,5,2,3,4
49,48,24,3,25
116,115,24,11,31
6,5,3,3,4
6,5,3,3,4
28,27,13,3,14
6,5,2,3,4
104,103,35,6,37
3,2,1,2,2
